상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,대지구분명,지번본번지,지번주소,도로명,건물본번지,도로명주소,경도,위도
김현수정형외과의원,의료,병원,정형/성형외과,부산광역시,해운대구,우1동,우동,대지,539,부산광역시 해운대구 우동 539-12,부산광역시 해운대구 해운대로,620,부산광역시 해운대구 해운대로 620,129.158477851497,35.1629799955366
던킨도너츠,음식,패스트푸드,도너츠전문,부산광역시,해운대구,우2동,우동,대지,1524,부산광역시 해운대구 우동 1524,부산광역시 해운대구 센텀남대로,76,부산광역시 해운대구 센텀남대로 76,129.13238661278,35.1692930050603
달리는꼬꼬,음식,양식,정통양식/경양식,부산광역시,사상구,덕포1동,덕포동,대지,420,부산광역시 사상구 덕포동 420-12,부산광역시 사상구 사상로,306,부산광역시 사상구 사상로 306,128.983456477772,35.1720178813498
김천편의점,소매,종합소매점,편의점,부산광역시,부산진구,당감4동,당감동,대지,386,부산광역시 부산진구 당감동 386,부산광역시 부산진구 당감서로,55,부산광역시 부산진구 당감서로 55-1,129.036758167075,35.1654529517839
마린안과의원,의료,병원,내과/외과,부산광역시,해운대구,우1동,우동,대지,1405,부산광역시 해운대구 우동 1405,부산광역시 해운대구 마린시티2로,2,부산광역시 해운대구 마린시티2로 2,129.144267406026,35.1593472743624
대원석유상사,소매,기타판매업,가정용연료소매,부산광역시,사상구,모라1동,모라동,대지,655,부산광역시 사상구 모라동 655-4,부산광역시 사상구 모라로,26,부산광역시 사상구 모라로 26,128.985411844676,35.1912287631286
금부농산,소매,음/식료품소매,청과물소매,부산광역시,해운대구,반여1동,반여동,대지,559,부산광역시 해운대구 반여동 559,부산광역시 해운대구 수영강변대로,626,부산광역시 해운대구 수영강변대로 626,129.120952257256,35.215946667245
올리브모텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,부산광역시,부산진구,부전1동,부전동,대지,477,부산광역시 부산진구 부전동 477-13,부산광역시 부산진구 서면문화로5번길,44,부산광역시 부산진구 서면문화로5번길 44,129.055404174983,35.1583692498797
파인딩스닷컴,소매,의복의류,일반의류,부산광역시,해운대구,우1동,우동,대지,1433,부산광역시 해운대구 우동 1433,부산광역시 해운대구 마린시티1로,167,부산광역시 해운대구 마린시티1로 167,129.149883420061,35.1575273897287
막사발,음식,한식,한식/백반/한정식,부산광역시,부산진구,개금3동,개금동,대지,277,부산광역시 부산진구 개금동 277-12,부산광역시 부산진구 백양대로,255,부산광역시 부산진구 백양대로 255,129.023322242596,35.1557960685802
호프밭의맥주꾼,음식,유흥주점,호프/맥주,부산광역시,부산진구,범천1동,범천동,대지,845,부산광역시 부산진구 범천동 845-95,부산광역시 부산진구 범일로142번길,31,부산광역시 부산진구 범일로142번길 31,129.061107735031,35.1428515242375
마산아구찜,음식,일식/수산물,아구전문,부산광역시,해운대구,중1동,중동,대지,1227,부산광역시 해운대구 중동 1227-2,부산광역시 해운대구 중동2로10번길,29,부산광역시 해운대구 중동2로10번길 29,129.165873599602,35.1635850800934
로제네일,생활서비스,이/미용/건강,발/네일케어,부산광역시,사하구,괴정3동,괴정동,대지,958,부산광역시 사하구 괴정동 958-23,부산광역시 사하구 사하로,184,부산광역시 사하구 사하로 184-6,128.994515361428,35.0983732106768
밥&반찬,소매,음/식료품소매,반찬가게,부산광역시,사하구,다대2동,다대동,대지,85,부산광역시 사하구 다대동 85-9,부산광역시 사하구 다송로,8,부산광역시 사하구 다송로 8,128.980587552647,35.0664234763981
싸움의고수,음식,한식,한식/백반/한정식,부산광역시,해운대구,좌2동,좌동,대지,1481,부산광역시 해운대구 좌동 1481-2,부산광역시 해운대구 세실로27번길,21,부산광역시 해운대구 세실로27번길 21-1,129.177901714507,35.1687688300846
대성유통,소매,종합소매점,종합소매,부산광역시,사상구,삼락동,삼락동,대지,54,부산광역시 사상구 삼락동 54-1,부산광역시 사상구 낙동대로1530번길,25,부산광역시 사상구 낙동대로1530번길 25-8,128.986403214273,35.1942133208942
산풀주막,음식,유흥주점,민속주점,부산광역시,사상구,학장동,학장동,대지,579,부산광역시 사상구 학장동 579-9,부산광역시 사상구 대동로,117,부산광역시 사상구 대동로 117,128.980224865103,35.1396477574709
지아이티아카데미부산,학문/교육,학원-컴퓨터,컴퓨터학원,부산광역시,부산진구,부전2동,부전동,대지,232,부산광역시 부산진구 부전동 232-31,부산광역시 부산진구 중앙대로,669,부산광역시 부산진구 중앙대로 669,129.058861755528,35.1524529864405
연지상회,소매,음/식료품소매,미곡상,부산광역시,부산진구,부전2동,부전동,대지,256,부산광역시 부산진구 부전동 256-6,부산광역시 부산진구 서면로,56,부산광역시 부산진구 서면로 56,129.058168167466,35.1556770185058
영쥬얼리,소매,시계/귀금속소매,시계/귀금속,부산광역시,부산진구,범천1동,범천동,대지,836,부산광역시 부산진구 범천동 836-1,부산광역시 부산진구 범일로,134,부산광역시 부산진구 범일로 134,129.059801171532,35.1419525501244
더블유웨딩루엘스튜디오지점,생활서비스,예식/의례/관혼상제,예식장/예식서비스,부산광역시,해운대구,중2동,중동,대지,1501,부산광역시 해운대구 중동 1501-17,부산광역시 해운대구 달맞이길65번길,179,부산광역시 해운대구 달맞이길65번길 179,129.179870651425,35.1568875216524
사임당화장품부산지사,소매,화장품소매,화장품판매점,부산광역시,부산진구,양정1동,양정동,대지,350,부산광역시 부산진구 양정동 350-166,부산광역시 부산진구 양지로5번길,54,부산광역시 부산진구 양지로5번길 54,129.071230801624,35.1717151388542
산해한정식,음식,한식,한식/백반/한정식,부산광역시,사하구,다대1동,다대동,대지,958,부산광역시 사하구 다대동 958-16,부산광역시 사하구 윤공단로,17,부산광역시 사하구 윤공단로 17,128.968508727709,35.0546218478663
이레수산,소매,음/식료품소매,수산물소매,부산광역시,부산진구,부전1동,부전동,대지,347,부산광역시 부산진구 부전동 347-13,부산광역시 부산진구 부전로152번길,21,부산광역시 부산진구 부전로152번길 21,129.058230844889,35.1613642560533
동일공인중개사사무소,부동산,부동산중개,부동산중개,부산광역시,부산진구,범천2동,범천동,대지,966,부산광역시 부산진구 범천동 966-8,부산광역시 부산진구 범천로12번길,8,부산광역시 부산진구 범천로12번길 8,129.056581185288,35.1475332584301
준미용실,생활서비스,이/미용/건강,여성미용실,부산광역시,부산진구,부전1동,부전동,대지,269,부산광역시 부산진구 부전동 269-4,부산광역시 부산진구 새싹로14번길,52,부산광역시 부산진구 새싹로14번길 52,129.059785913313,35.161089258907
영진상사,소매,중고품소매/교환,재활용/고물수집,부산광역시,사하구,다대1동,다대동,대지,1537,부산광역시 사하구 다대동 1537,부산광역시 사하구 다산로,46,부산광역시 사하구 다산로 46,128.959811860435,35.0570977508984
선영축산한우한돈정육백화점,소매,음/식료품소매,정육점,부산광역시,사하구,장림2동,장림동,대지,1059,부산광역시 사하구 장림동 1059,부산광역시 사하구 장림로,275,부산광역시 사하구 장림로 275,128.978389735558,35.0834508686862
민규네,소매,음/식료품소매,반찬가게,부산광역시,부산진구,양정1동,양정동,대지,458,부산광역시 부산진구 양정동 458-20,부산광역시 부산진구 거제대로,37,부산광역시 부산진구 거제대로 37,129.066541546256,35.1707379472895
광일카센타,생활서비스,자동차/이륜차,자동차정비/카센타,부산광역시,부산진구,초읍동,초읍동,대지,159,부산광역시 부산진구 초읍동 159-2,부산광역시 부산진구 초읍천로,65,부산광역시 부산진구 초읍천로 65,129.046734778937,35.1781939594198
생활맥주서면점,음식,유흥주점,호프/맥주,부산광역시,부산진구,부전2동,부전동,대지,151,부산광역시 부산진구 부전동 151-3,부산광역시 부산진구 동천로95번길,14,부산광역시 부산진구 동천로95번길 14,129.061460399751,35.1573338231635
네일언니,생활서비스,이/미용/건강,발/네일케어,부산광역시,사상구,엄궁동,엄궁동,대지,1,부산광역시 사상구 엄궁동 1-9,부산광역시 사상구 대동로,62,부산광역시 사상구 대동로 62,128.975911628263,35.1359147049614
카라,소매,화장품소매,화장품판매점,부산광역시,부산진구,전포2동,전포동,대지,878,부산광역시 부산진구 전포동 878-6,부산광역시 부산진구 동천로,140,부산광역시 부산진구 동천로 140,129.062487759976,35.1612188299875
아트케이크바미,음식,커피점/카페,커피전문점/카페/다방,부산광역시,해운대구,우2동,우동,대지,1474,부산광역시 해운대구 우동 1474,부산광역시 해운대구 센텀동로,35,부산광역시 해운대구 센텀동로 35,129.131025635398,35.1724785883295
가마솥돼지국밥족발,음식,한식,한식/백반/한정식,부산광역시,사상구,괘법동,괘법동,대지,263,부산광역시 사상구 괘법동 263-7,부산광역시 사상구 운산로,74,부산광역시 사상구 운산로 74-1,128.984507657426,35.1672409489829
온누리인쇄,생활서비스,광고/인쇄,인쇄종합,부산광역시,부산진구,전포2동,전포동,대지,608,부산광역시 부산진구 전포동 608-1,부산광역시 부산진구 동성로,143,부산광역시 부산진구 동성로 143,129.063350681687,35.1608957719732
행복DREAM25,소매,종합소매점,편의점,부산광역시,사하구,하단2동,하단동,대지,512,부산광역시 사하구 하단동 512-5,부산광역시 사하구 낙동남로1423번길,43,부산광역시 사하구 낙동남로1423번길 43,128.966050250299,35.1083205445828
한근두근,음식,한식,한식/백반/한정식,부산광역시,사상구,학장동,학장동,대지,797,부산광역시 사상구 학장동 797-1,부산광역시 사상구 대동로,95,부산광역시 사상구 대동로 95,128.977951071784,35.1385393751164
시즌아이pc방,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,부산광역시,사하구,신평2동,신평동,대지,452,부산광역시 사하구 신평동 452-23,부산광역시 사하구 하신중앙로,176,부산광역시 사하구 하신중앙로 176,128.96278386265,35.0945369352988
모리,음식,양식,정통양식/경양식,부산광역시,부산진구,부전2동,부전동,대지,241,부산광역시 부산진구 부전동 241-20,부산광역시 부산진구 중앙대로,679,부산광역시 부산진구 중앙대로 679-6,129.058776885383,35.1535263857593
고려학원,학문/교육,학원-보습교습입시,학원-입시,부산광역시,사하구,괴정3동,괴정동,대지,250,부산광역시 사하구 괴정동 250,부산광역시 사하구 낙동대로,164,부산광역시 사하구 낙동대로 164,128.998186381029,35.10260669571
굿모닝홈쇼핑,소매,건강/미용식품,건강식품판매,부산광역시,부산진구,부전1동,부전동,대지,474,부산광역시 부산진구 부전동 474-80,부산광역시 부산진구 서면문화로,27,부산광역시 부산진구 서면문화로 27,129.055626666566,35.1594489823871
